Timestamp,Src IP,Dst IP,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Flow Byts/s,Flow Pkts/s,SYN Flag Cnt,ACK Flag Cnt,PSH Flag Cnt,RST Flag Cnt,Label
20/02/2018 09:00:00,192.168.10.13,10.0.0.1,21,6,23859.0,40,26,28240.0,14066.0,1772424.4836398675,2765.092798190121,1,0,1,0,Benign
20/02/2018 09:00:00,192.168.10.13,172.16.0.1,21,6,4333.0,36,12,26532.0,9180.0,8222887.405019572,11052.268017499426,0,1,1,0,Benign
20/02/2018 09:00:00,192.168.10.12,172.16.0.1,443,6,3132159.0,305,1961,427000.0,2745400.0,1012844.4537954369,723.4603241395978,0,0,1,1,Infiltration
20/02/2018 09:00:00,192.168.10.10,172.16.0.2,8080,6,11343.0,1,18,248.0,1530.0,156610.58750990927,1673.5664582048798,0,0,1,0,Benign
20/02/2018 09:00:01,192.168.10.14,172.16.0.2,21,6,38524.0,19,7,17309.0,371.0,458815.59142575384,674.7288109202262,0,0,0,0,Benign
20/02/2018 09:00:04,192.168.10.13,10.0.0.1,443,17,13847.0,39,9,4914.0,3510.0,607923.7930287941,3463.9532366313056,1,0,0,0,Benign
20/02/2018 09:00:00,192.168.10.11,172.16.0.1,443,6,46126.0,14,3,2450.0,2274.0,102392.92526443557,368.4758106467834,0,1,1,0,Benign
20/02/2018 09:00:04,192.168.10.4,172.16.0.1,443,6,4681656.0,613,543,858200.0,760200.0,345688.9064704744,246.9206474789103,1,0,1,0,Infiltration
20/02/2018 09:00:00,192.168.10.4,172.16.0.2,21,6,14397.0,40,12,37680.0,8628.0,3214270.840563615,3609.356562781981,1,0,1,0,Benign
20/02/2018 09:00:07,192.168.10.10,172.16.0.1,8080,6,24837.0,39,3,25233.0,2301.0,1108141.827987282,1690.3449108544291,1,1,1,0,Benign
20/02/2018 09:00:01,192.168.10.4,172.16.0.2,80,17,25698.0,7,18,1351.0,3564.0,191185.62315232612,972.4599346506925,1,0,0,0,Benign
20/02/2018 09:00:04,192.168.10.10,172.16.0.2,8080,17,12910.0,38,39,4750.0,34398.0,3030030.959752322,5959.752321981425,0,1,1,0,Benign
20/02/2018 09:00:01,192.168.10.14,172.16.0.1,8080,17,49154.0,49,48,10976.0,22608.0,683101.4563501748,1972.9883654706694,1,1,1,0,Benign
20/02/2018 09:00:09,192.168.10.9,172.16.0.1,80,17,38933.0,31,31,22847.0,30752.0,1376344.9143620161,1592.0704619572193,0,0,0,0,Benign
20/02/2018 09:00:01,192.168.10.6,172.16.0.1,3389,6,10552.0,11,41,9471.0,22304.0,3008426.4343874264,4923.309979170612,0,1,0,0,Benign
20/02/2018 09:00:07,192.168.10.11,172.16.0.2,443,6,2507882.0,963,1050,1348200.0,1470000.0,1123732.6009253988,802.6661435181419,0,0,0,1,Infiltration
20/02/2018 09:00:04,192.168.10.14,172.16.0.1,21,6,35661.0,11,16,9779.0,8448.0,510975.3020661041,756.9173838692495,1,0,1,0,Benign
20/02/2018 09:00:11,192.168.10.11,172.16.0.2,3389,17,27971.0,24,38,11352.0,3800.0,541510.3105678854,2215.789285586648,0,0,0,0,Benign
20/02/2018 09:00:14,192.168.10.12,10.0.0.1,21,17,37284.0,27,16,5481.0,5840.0,303560.8945138628,1153.0004826513648,1,0,1,0,Benign
20/02/2018 09:00:01,192.168.10.10,172.16.0.2,8080,6,37616.0,38,30,24282.0,27150.0,1366927.1248604688,1807.260936586403,1,1,1,0,Benign
20/02/2018 09:00:12,192.168.10.4,172.16.0.1,443,17,1241.0,38,35,19760.0,6125.0,20691446.84252598,58353.317346123105,1,0,1,0,Benign
20/02/2018 09:00:16,192.168.10.5,10.0.0.1,21,17,25346.0,34,7,31756.0,2030.0,1332465.6885944156,1616.9742861650102,1,1,0,0,Benign
20/02/2018 09:00:02,192.168.10.13,10.0.0.1,22,17,35430.0,46,46,30084.0,8924.0,1100677.2009029344,2595.9367945823924,1,1,1,0,Benign
20/02/2018 09:00:20,192.168.10.10,10.0.0.1,443,17,47715.0,27,36,13878.0,5076.0,397150.34049240436,1320.0628601361968,0,0,1,0,Benign
20/02/2018 09:00:02,192.168.10.3,172.16.0.1,8080,17,24306.0,43,25,30874.0,14175.0,1852648.4619180786,2796.5125843066294,1,1,1,0,Benign
20/02/2018 09:00:20,192.168.10.3,10.0.0.1,22,6,33733.0,5,37,960.0,18907.0,588773.96793409,1244.7026049847375,1,0,1,0,Benign
20/02/2018 09:00:10,192.168.10.15,10.0.0.1,8080,6,36522.0,49,36,34349.0,4032.0,1050613.1610642723,2326.7272528194458,0,1,0,0,Benign
20/02/2018 09:00:10,192.168.10.13,10.0.0.1,443,6,25657.0,24,44,17616.0,8140.0,1003467.4874352282,2649.3162426461995,1,1,0,0,Benign
20/02/2018 09:00:02,192.168.10.7,10.0.0.1,80,6,24084.0,10,4,7030.0,1876.0,369635.5939237985,581.0575246949447,0,1,1,0,Benign
20/02/2018 09:00:02,192.168.10.14,172.16.0.2,3389,17,39156.0,10,19,7220.0,6232.0,343461.1652964305,740.4381351171934,1,1,0,0,Benign
20/02/2018 09:00:18,192.168.10.5,10.0.0.1,80,17,27991.0,43,30,15609.0,7110.0,811363.8798614335,2607.049748223278,0,1,1,0,Benign
20/02/2018 09:00:21,192.168.10.8,172.16.0.1,443,6,15822.0,34,27,25806.0,8073.0,2139906.5184436585,3852.9560384032343,0,1,0,0,Benign
