Timestamp,Src IP,Dst IP,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Flow Byts/s,Flow Pkts/s,SYN Flag Cnt,ACK Flag Cnt,PSH Flag Cnt,RST Flag Cnt,Label
28/02/2018 09:00:00,192.168.10.13,172.16.0.2,443,6,4837.0,14,30,6006.0,19170.0,5194140.705591087,9077.780070146482,1,1,0,0,Benign
28/02/2018 09:00:00,192.168.10.2,172.16.0.1,3389,6,24202.0,29,35,8323.0,15680.0,991367.916735503,2643.31736329093,1,0,0,0,Benign
28/02/2018 09:00:00,192.168.10.5,172.16.0.1,22,17,29253.0,12,24,2712.0,3456.0,210778.11570925743,1230.2224652291288,1,1,0,0,Benign
28/02/2018 09:00:00,192.168.10.7,172.16.0.2,443,17,35529.0,22,29,2750.0,3625.0,179380.39899828358,1435.0431919862685,1,1,1,0,Benign
28/02/2018 09:00:02,192.168.10.7,172.16.0.1,21,17,44649.0,12,38,10392.0,15580.0,581562.5069974697,1119.5951543921717,0,1,0,0,Benign
28/02/2018 09:00:03,192.168.10.4,10.0.0.1,443,17,15903.0,36,29,35784.0,10498.0,2908439.640545466,4084.710613963426,1,1,1,0,Benign
28/02/2018 09:00:05,192.168.10.2,10.0.0.1,22,6,5840.0,26,22,11544.0,19888.0,5372991.452991454,8205.128205128207,1,1,1,0,Benign
28/02/2018 09:00:04,192.168.10.10,10.0.0.1,8080,6,38925.0,2,43,1812.0,10922.0,327057.9170412225,1155.7724412482341,1,0,1,0,Benign
28/02/2018 09:00:04,192.168.10.9,10.0.0.1,21,17,34952.0,43,23,36980.0,20148.0,1634002.631428408,1887.763857902866,0,0,1,0,Benign
28/02/2018 09:00:04,192.168.10.15,172.16.0.2,80,17,15997.0,19,37,10697.0,21719.0,2025114.0126194789,3498.4694196289124,0,1,1,0,Benign
28/02/2018 09:00:03,192.168.10.7,172.16.0.1,443,17,24854.0,26,11,6890.0,9548.0,661116.4736164736,1488.095238095238,0,1,1,0,Benign
28/02/2018 09:00:02,192.168.10.14,172.16.0.2,3389,6,7080.0,32,30,5568.0,16440.0,3104090.2679830748,8744.710860366713,0,1,1,0,Benign
28/02/2018 09:00:03,192.168.10.3,172.16.0.1,21,17,41891.0,20,29,1320.0,8555.0,235674.56623946922,1169.4231641249612,0,0,1,0,Benign
28/02/2018 09:00:07,192.168.10.10,172.16.0.2,80,17,45726.0,31,12,27156.0,9960.0,811527.0246632849,940.1784152527548,0,1,0,0,Benign
28/02/2018 09:00:07,192.168.10.1,10.0.0.1,3389,17,45243.0,14,49,9156.0,14602.0,525003.8671469295,1392.1728946147216,1,1,0,0,Benign
28/02/2018 09:00:13,192.168.10.11,10.0.0.1,80,6,38640.0,38,32,2242.0,14208.0,425614.48900388094,1811.1254851228975,0,1,0,0,Benign
28/02/2018 09:00:11,192.168.10.5,10.0.0.1,21,6,8660.0,10,19,1770.0,13319.0,1740369.0888119957,3344.8673587081894,1,1,0,0,Benign
28/02/2018 09:00:11,192.168.10.11,172.16.0.2,21,17,32688.0,4,42,1040.0,23604.0,753685.2406875037,1406.8138724080982,0,0,1,0,Benign
28/02/2018 09:00:03,192.168.10.13,10.0.0.1,22,6,32673.0,33,18,19668.0,1224.0,639231.4047058102,1560.4442676620872,0,1,1,0,Benign
28/02/2018 09:00:13,192.168.10.5,172.16.0.2,8080,6,37717.0,16,17,6368.0,3893.0,271980.27937551355,874.7051183502531,0,0,0,0,Benign
28/02/2018 09:00:02,192.168.10.12,172.16.0.1,443,17,33924.0,15,9,8445.0,5868.0,421789.3558083337,707.2552602109977,1,0,1,0,Benign
28/02/2018 09:00:02,192.168.10.14,172.16.0.1,3389,17,2396.0,8,2,7608.0,1390.0,3739817.1238570237,4156.275976724854,1,0,0,0,Benign
28/02/2018 09:00:15,192.168.10.13,172.16.0.1,22,6,30258.0,29,30,18154.0,17640.0,1182569.0498215938,1949.2533368574072,1,1,0,0,Benign
28/02/2018 09:00:06,192.168.10.10,10.0.0.1,3389,6,44323.0,37,45,17427.0,28845.0,1043737.1709561725,1849.6379672027608,0,0,1,0,Benign
28/02/2018 09:00:07,192.168.10.5,172.16.0.2,22,6,48494.0,47,2,22983.0,1324.0,501133.92709879595,1010.2259607455054,1,0,0,0,Benign
28/02/2018 09:00:10,192.168.10.6,172.16.0.1,443,6,39712.0,33,5,16500.0,4285.0,523261.6685967474,956.6487085242435,1,1,0,0,Benign
28/02/2018 09:00:13,192.168.10.11,10.0.0.1,80,6,43.0,238,6,15232.0,384.0,294641509.4339623,4603773.584905661,0,0,1,0,DoS-Hulk
28/02/2018 09:00:24,192.168.10.3,172.16.0.2,80,17,46006.0,45,32,25380.0,3328.0,623869.9582753824,1673.3310152990264,1,0,1,0,Benign
28/02/2018 09:00:05,192.168.10.15,172.16.0.1,80,6,451.0,158,3,10112.0,192.0,22351409.978308026,349240.7809110629,1,1,0,1,DoS-Slowloris
28/02/2018 09:00:20,192.168.10.8,172.16.0.2,80,6,308.0,783,2,50112.0,128.0,157987421.38364777,2468553.4591194964,0,1,1,0,DoS-Hulk
28/02/2018 09:00:15,192.168.10.12,172.16.0.2,22,6,27061.0,3,42,1194.0,40908.0,1555243.618632485,1662.2954453104799,1,0,1,0,Benign
28/02/2018 09:00:18,192.168.10.6,10.0.0.1,80,6,324.0,837,1,53568.0,64.0,160574850.29940116,2508982.035928143,0,0,0,1,DoS-Hulk
28/02/2018 09:00:06,192.168.10.8,172.16.0.1,443,17,31407.0,28,39,7168.0,13026.0,642773.0209759048,2132.6033676035267,0,0,0,0,Benign
28/02/2018 09:00:23,192.168.10.12,172.16.0.2,80,6,455.0,504,4,32256.0,256.0,69918279.56989247,1092473.1182795698,0,1,1,0,DoS-Hulk
28/02/2018 09:00:03,192.168.10.3,172.16.0.1,443,17,29896.0,33,29,20922.0,10440.0,1048685.882431619,2073.1625760716915,1,1,1,0,Benign
28/02/2018 09:00:17,192.168.10.9,10.0.0.1,3389,6,46105.0,45,49,43650.0,4851.0,1051740.2146806896,2038.3823051067982,0,0,0,0,Benign
28/02/2018 09:00:21,192.168.10.7,172.16.0.2,80,17,10511.0,28,8,19124.0,3104.0,2112726.927098185,3421.7279726261763,0,1,1,0,Benign
28/02/2018 09:00:33,192.168.10.12,172.16.0.2,22,17,25038.0,2,35,1700.0,30170.0,1272357.0744171191,1477.1638454167996,1,1,0,0,Benign
28/02/2018 09:00:07,192.168.10.3,172.16.0.2,8080,6,23330.0,48,8,20880.0,6440.0,1170522.707797772,2399.3144815766923,1,1,1,0,Benign
28/02/2018 09:00:35,192.168.10.11,10.0.0.1,80,6,54.0,191,6,12224.0,384.0,197000000.0,3078125.0,0,1,0,0,DoS-Hulk
28/02/2018 09:00:08,192.168.10.14,172.16.0.2,80,6,,1,16,41.0,14080.0,12966942.14876033,15610.651974288336,1,0,1,0,Benign
28/02/2018 09:00:28,192.168.10.9,172.16.0.1,80,6,387.0,486,1,31104.0,64.0,78508816.1209068,1226700.2518891688,1,0,1,1,DoS-Slowloris
28/02/2018 09:00:33,192.168.10.4,172.16.0.2,443,17,22104.0,6,17,2154.0,11458.0,615537.6684453288,1040.0651171203763,1,1,1,0,Benign
28/02/2018 09:00:38,192.168.10.8,172.16.0.1,443,6,24085.0,46,30,38502.0,19470.0,2405976.3436397593,3154.1813654285124,1,0,0,0,Benign
28/02/2018 09:00:39,192.168.10.11,172.16.0.1,22,6,35349.0,49,18,43071.0,738.0,1238977.3466444185,1894.8499674764557,0,1,1,0,Benign
28/02/2018 09:00:04,192.168.10.7,172.16.0.1,443,6,5067.0,24,44,3768.0,39600.0,8542052.39314556,13393.736458538508,1,0,0,0,Benign
28/02/2018 09:00:04,192.168.10.10,10.0.0.1,3389,6,31567.0,48,21,39840.0,12117.0,1645406.466732115,2185.1347499762483,0,0,0,0,Benign
28/02/2018 09:00:37,192.168.10.11,172.16.0.2,21,6,38709.0,45,13,37170.0,3016.0,1037888.375216302,1497.9725716056714,0,0,0,0,Benign
28/02/2018 09:00:28,192.168.10.4,172.16.0.1,21,17,41283.0,18,37,4698.0,9324.0,339573.2932942629,1331.9448816990773,0,1,0,0,Benign
28/02/2018 09:00:44,192.168.10.10,172.16.0.2,443,6,48074.0,30,41,13620.0,19885.0,696801.4308293819,1476.5826470343566,1,1,0,0,Benign
28/02/2018 09:00:30,192.168.10.2,172.16.0.1,22,6,6601.0,4,29,2268.0,14007.0,2461806.080774467,4991.680532445924,1,1,0,0,Benign
